filename,year,creativity_score
Cubism/jacques-villon_the-armchair-1951.jpg,1951.0,0.000340656819768773
Realism/valentin-serov_haystack-1901.jpg,1901.0,0.00038891621772410687
Minimalism/john-mclaughlin_jmd-3-1962.jpg,1962.0,0.000398881499408903
Symbolism/konstantin-bogaevsky_town-in-the-valley-1935.jpg,1935.0,0.00039863340504318667
Expressionism/arturo-souto_the-four-horsemen-of-the-apocalypse-1937.jpg,1937.0,0.0003827935035999844
Romanticism/maxim-vorobiev_view-of-the-military-telegraph-near-varna-1829.jpg,1829.0,0.007670270068632444
Romanticism/eugene-delacroix_summer-diana-surprised-at-her-bath-by-actaeon-1822(1).jpg,1822.0,0.016786497272444457
Minimalism/agnes-martin_red-bird-1964.jpg,1964.0,0.000397625913105667
Realism/pierre-auguste-renoir_the-painter-jules-le-coeur-walking-his-dogs-in-the-forest-of-fontainebleau-1866.jpg,1866.0,0.0008776318693984641
Post_Impressionism/gregoire-boonzaier_waenhuiskrans-1966.jpg,1966.0,0.00031571539627182747
Minimalism/frank-stella_black-stack-1970.jpg,1970.0,0.0003225622757426479
Expressionism/amedeo-modigliani_red-haired-young-man-1919.jpg,1919.0,0.0003716490568745281
Symbolism/nicholas-roerich_signs-of-christ-1924-1.jpg,1924.0,0.00046936903171537287
Post_Impressionism/arthur-segal_ascona-im-herbst-1915.jpg,1915.0,0.000331082915202876
Expressionism/ernst-ludwig-kirchner_mary-wigman-s-dance-of-the-dead-1928.jpg,1928.0,0.000327837246417201
Abstract_Expressionism/dan-christensen_swing-street-2001.jpg,2001.0,0.00030475065324383024
Post_Impressionism/vincent-van-gogh_farmhouse-in-provence-1888(1).jpg,1888.0,0.000406282415964421
Symbolism/nicholas-roerich_mountain-luton-1922.jpg,1922.0,0.0005579634633746836
Cubism/georges-braque_the-bowl-of-grapes-1926.jpg,1926.0,0.0003628543409770193
Synthetic_Cubism/pablo-picasso_guitar-and-bottle-1913.jpg,1913.0,0.0005511169916675976
Romanticism/johann-koler_portrait-of-dr-philipp-karell-emperor-s-physician-1886.jpg,1886.0,0.0007322481897102663
Symbolism/nicholas-roerich_pink-sky-1933.jpg,1933.0,0.00044100527556547534
Realism/theodore-gericault_the-woman-with-gambling-mania-1822.jpg,1822.0,0.007877444020833355
Post_Impressionism/pyotr-konchalovsky_rome-circus-of-nero-1924.jpg,1924.0,0.0003409592484390264
Realism/winslow-homer_the-turtle-pound-1898.jpg,1898.0,0.0005617922598543468
Post_Impressionism/paul-cezanne_the-green-pitcher-1887.jpg,1887.0,0.0007254726397840749
Symbolism/mikalojus-ciurlionis_raigardas-ii-1907.jpg,1907.0,0.0006006112033134529
Cubism/pyotr-konchalovsky_a-tree-1916.jpg,1916.0,0.00040797607917409545
Impressionism/camille-pissarro_jeanne-reading-1899.jpg,1899.0,0.0004281193803030712
Symbolism/kuzma-petrov-vodkin_boys-on-the-background-of-the-city-1921.jpg,1921.0,0.00034039238779763625
Impressionism/john-singer-sargent_carrara-workmen-1911.jpg,1911.0,0.0005566882986023619
Romanticism/francesco-hayez_portrait-of-antoniet-tarsis-basilico-1851.jpg,1851.0,0.0019059741921690055
Realism/volodymyr-orlovsky_a-house-near-the-sea-1871.jpg,1871.0,0.0005246710915491609
Impressionism/pierre-auguste-renoir_mother-and-child-1881.jpg,1881.0,0.0006671374669362973
Impressionism/pierre-auguste-renoir_portrait-of-lucie-berard-1879.jpg,1879.0,0.0007086672398636792
Post_Impressionism/moise-kisling_tyniec-1912.jpg,1912.0,0.0003229473592321184
Art_Nouveau_Modern/anna-ostroumova-lebedeva_french-embankment-1922.jpg,1922.0,0.00035454668714709
Impressionism/pierre-auguste-renoir_portrait-of-madame-claude-monet-1872.jpg,1872.0,0.0008036333690819385
Post_Impressionism/pierre-bonnard_landscape-sunset-1912.jpg,1912.0,0.0003374824261550772
Color_Field_Painting/gene-davis_moroccan-wedding-1972(1).jpg,1972.0,0.0003376548460432178
Expressionism/martiros-saryan_illustration-for-book-by-v-totovents-life-on-the-old-roman-road-1934.jpg,1934.0,0.00032238052578291714
Art_Nouveau_Modern/nicholas-roerich_towns-1914.jpg,1914.0,0.0003675289716285464
Impressionism/edgar-degas_woman-drying-herself-1886.jpg,1886.0,0.0011087169496586135
Cubism/ben-nicholson_rafael-1967.jpg,1967.0,0.0003426731811388708
Art_Nouveau_Modern/alphonse-mucha_lefevre-utile-1903.jpg,1903.0,0.00047157527067684835
Realism/ilya-repin_portrait-of-maria-artsybasheva-1880.jpg,1880.0,0.0004507566287830267
Post_Impressionism/henri-rousseau_centennial-of-independence-1892.jpg,1892.0,0.00044850782486412265
Expressionism/max-pechstein_springtime-1919.jpg,1919.0,0.0003382687060873864
Realism/vincent-van-gogh_head-of-a-woman-1885.jpg,1885.0,0.0005125506724014448
Impressionism/gustave-caillebotte_the-piano-lesson-1881.jpg,1881.0,0.0008001022966723606
Symbolism/nicholas-roerich_himalayas-tops-of-mountains-with-the-turqoise-sky-1937.jpg,1937.0,0.0004685052559054501
Impressionism/pierre-auguste-renoir_the-edge-of-the-forest-in-brittany-1893.jpg,1893.0,0.0014425506853506685
Cubism/jean-metzinger_still-life-1919.jpg,1919.0,0.00033226021326282333
Abstract_Expressionism/conrad-marca-relli_the-surge-1958.jpg,1958.0,0.0003252588765665995
Realism/thomas-eakins_photograph-1910-29.jpg,1910.0,0.0005093076302835679
Romanticism/orest-kiprensky_portrait-of-alexei-nikolaevich-olenin-1813.jpg,1813.0,0.0012919243776407605
Realism/vincent-van-gogh_woman-with-a-child-on-her-lap-1883.jpg,1883.0,0.0008674151891594898
Realism/vincent-van-gogh_a-girl-in-a-wood-1882(1).jpg,1882.0,0.0005005717568757245
Symbolism/mikhail-vrubel_piet-1887.jpg,1887.0,0.0004271514800044623
Realism/george-pemba_young-boy-1957.jpg,1957.0,0.00033293145319523754
Realism/julius-leblanc-stewart_a-toast-1896(1).jpg,1896.0,0.0006482372777492604
Fauvism/othon-friesz_sainte-victoire-mountain-1906.jpg,1906.0,0.0004570787117916913
Expressionism/henri-matisse_red-interior-still-life-on-a-blue-table-1947.jpg,1947.0,0.0003139354050204435
Realism/adolf-hitler_the-courtyard-of-the-old-residency-in-munich-1913.jpg,1913.0,0.0004843338789076684
